sr_fecha (Día);sr_plaza;Cod Enlaza;sr_remitente;sr_ps;sr_ori;sr_des;Total Palets ;Facturación€;Coste€
16/01/2026;089;089000410;"INTIM SECRET, S.L.";02;089;089;1;22;1
16/01/2026;089;089000410;"INTIM SECRET, S.L.";02;089;461;3;96;3
16/01/2026;089;089000416;CERVEMUR IMPORT;01;301;089;1;93;1
16/01/2026;089;089000421;REMA TIP;02;089;461;1;44;1
16/01/2026;089;089000426;PRODUCTES ALIMENTARIS LA PERLA SL;02;089;283;5;257;5
16/01/2026;089;089000429;"MUN FERMENTS, S.L.";02;089;084;2;60;2
16/01/2026;089;089000429;"MUN FERMENTS, S.L.";02;089;251;1;29;1
16/01/2026;089;089000429;"MUN FERMENTS, S.L.";02;089;471;1;26;1
16/01/2026;089;089000438;IBERICA DE SUMINISTROS Y EXCLUSIVAS;01;089;152;2;134;2
16/01/2026;089;089000446;"LA BOTIGA DEL REGAL, S.L.";02;089;031;1;57;1
16/01/2026;089;089000446;"LA BOTIGA DEL REGAL, S.L.";02;089;181;1;77;1
16/01/2026;089;089000447;"MARKET CASTELLAR, S.L.";02;089;461;4;115;4
16/01/2026;089;089000452;"REISOPACK, S.L.U.";01;089;109;1;109;1
16/01/2026;089;089000452;"REISOPACK, S.L.U.";01;089;502;1;70;1
16/01/2026;089;089000452;"REISOPACK, S.L.U.";02;089;089;1;30;1
16/01/2026;089;089000453;"REISOPACK STRAPPING TECHNOLOGIES, S.L.U.";01;089;439;1;64;1
16/01/2026;129;461050044;461050044  ESTUDIO CERAMICO SL;02;129;701;1;52,88;55,79
16/01/2026;129;461050044;461050044  NAVARTI;02;129;283;1;62,92;63,05
16/01/2026;129;461050044;461050044 EASYON;01;129;089;1;37,78;27,65
16/01/2026;129;461050044;461050044 NADIS BURRIANA;02;129;701;1;64,5;74,96
16/01/2026;129;461050044;461050044 TAU CL6;01;129;283;2;130,63;128,8
16/01/2026;129;461050061;461050061 KERAKOLL;01;129;032;6;284,69;356,37
16/01/2026;129;461050061;461050061 KERAKOLL;01;129;062;3;247,23;311,76
16/01/2026;129;461050061;461050061 KERAKOLL;01;129;089;3;191;181,89
16/01/2026;129;461050061;461050061 KERAKOLL;01;129;179;1;70,67;81,08
16/01/2026;129;461050061;461050061 KERAKOLL;02;129;461;2;77,22;91,18
16/01/2026;129;461050067;461050067 BECRISA SL;01;129;041;1;74,9;86,46
16/01/2026;129;461050067;461050067 BECRISA SL;02;129;031;2;84,4;102,92
16/01/2026;129;461050067;461050067 BECRISA SL;02;129;041;4;268;327,6
16/01/2026;129;461050067;461050067 BECRISA SL;02;129;062;2;111,7;140,03
16/01/2026;129;461050067;461050067 BECRISA SL;02;129;089;5;279;269,4
16/01/2026;129;461050067;461050067 BECRISA SL;02;129;149;1;64,7;76,4
16/01/2026;129;461050067;461050067 BECRISA SL;02;129;152;4;268;312,03
16/01/2026;129;461050067;461050067 BECRISA SL;02;129;179;1;45,8;48,14
16/01/2026;129;461050067;461050067 BECRISA SL;02;129;181;3;182,4;204,27
16/01/2026;129;461050067;461050067 BECRISA SL;02;129;201;3;173,7;204,21
16/01/2026;129;461050067;461050067 BECRISA SL;02;129;241;2;107,2;134,26
16/01/2026;129;461050067;461050067 BECRISA SL;02;129;251;2;120,4;158,62
16/01/2026;129;461050067;461050067 BECRISA SL;02;129;26E;2;115,8;125,98
16/01/2026;129;461050067;461050067 BECRISA SL;02;129;283;3;148,2;161,64
16/01/2026;129;461050067;461050067 BECRISA SL;02;129;31E;1;57,9;62,99
16/01/2026;129;461050067;461050067 BECRISA SL;02;129;331;1;57,9;74,12
16/01/2026;129;461050067;461050067 BECRISA SL;02;129;411;5;304;342,97
16/01/2026;129;461050067;461050067 BECRISA SL;02;129;439;1;49,4;55,23
16/01/2026;129;461050067;461050067 BECRISA SL;02;129;451;3;167,4;179,61
16/01/2026;129;461050067;461050067 BECRISA SL;02;129;461;8;197,2;294,35
16/01/2026;129;461050067;461050067 BECRISA SL;02;129;471;2;112,6;135,38
16/01/2026;129;461050067;461050067 BECRISA SL;02;129;701;5;432,5;524,5
16/01/2026;129;461050067;461050067 BECRISA SL;02;129;702;4;315,6;364,36
16/01/2026;129;461050067;461050067 RAMINATRANS CL 2;02;129;50E;2;112,6;122,36
16/01/2026;129;461050070;461050070  ALMACENES RECAREY;01;152;129;1;65,65;63,41
16/01/2026;129;461050070;"461050070 VIVES AZULEJOS Y GRES, S.A.";01;129;411;1;44,87;38,2
16/01/2026;129;461050070;"461050070 VIVES AZULEJOS Y GRES, S.A.";02;129;50E;1;42,7;37
16/01/2026;129;461050073;461050073 SAN MARTÍ- NS LOGISTICS;01;129;172;1;41,53;37,54
16/01/2026;129;461050080;461050080 VITACER;02;129;089;3;250,97;162,11
16/01/2026;129;461050081;461050081 IRIS CERAMICA;02;129;089;2;155,62;134,14
16/01/2026;129;461050084;461050084  AZULEJOS DELGADO;01;391;129;3;310,65;289,84
16/01/2026;129;461050084;461050084 CERAMICAS NAVAGRES;01;311;129;1;113,74;83,61
16/01/2026;129;461050086;461050086 NADIS DESIGN S.L.;01;129;292;1;105,55;76,78
16/01/2026;129;461050086;461050086 NADIS DESIGN S.L.;02;129;461;1;75,09;49,56
16/01/2026;129;461050090;461050090 ECOSAN 2006 SL;02;129;482;4;394,99;297,72
16/01/2026;129;461050109;"461050109 MALLETAS RICO,S.L.";05;129;179;2;168,66;127,12
16/01/2026;129;461050114;"461050114 ALTTOGLASS,S.A.";02;129;283;1;60,97;48,83
16/01/2026;129;461050121;461050121 ANDREA;01;283;129;1;26,7;29,63
16/01/2026;129;461050127;461050127 NEOCERAMICA S.A.;02;129;13E;1;102,9;68,42
16/01/2026;129;461050142;461050142 KERABEN;01;129;283;2;163,31;113,16
16/01/2026;129;461050152;"461050152 ARTEGRES,S.L.";02;129;391;2;193,61;166,07
16/01/2026;129;461050166;461050166 MATERIA DECOR;02;129;361;1;55,16;48,21
16/01/2026;129;461050166;461050166 MATERIA DECOR;02;129;363;1;55,16;48,21
16/01/2026;129;461050173;461050173 LVG PRESCRIPCION Y PROYECTOS;01;129;089;2;187,59;145,14
16/01/2026;129;461050173;461050173 LVG PRESCRIPCION Y PROYECTOS;01;129;283;2;84,92;59,26
16/01/2026;129;461050173;461050173 LVG PRESCRIPCION Y PROYECTOS;01;129;471;1;68,76;53,03
16/01/2026;129;461050173;461050173 LVG PRESCRIPCION Y PROYECTOS;02;129;13E;1;85,78;54,19
16/01/2026;129;461050173;461050173 LVG PRESCRIPCION Y PROYECTOS;02;129;461;6;279,9;217,67
16/01/2026;129;461050187;461050187 BALDOCER;02;129;031;1;64,49;65,22
16/01/2026;129;461050187;461050187 FERNANDO TILES EXPORTER S.L.;02;129;482;1;94,3;88,54
16/01/2026;129;461050200;461050200 CENTRO LOGÍSTICO 1;01;129;292;1;42,33;39,77
16/01/2026;283;283001128;283001128 CARGORED SERVICIOS INTEGRADO;01;283;331;1;0;0
16/01/2026;283;283001128;283001128 ENLAZA MADRID;17;283;283;5;0;0
16/01/2026;283;283001148;283001148 CAJAMAR 6701;01;062;283;1;133,43;96,23
16/01/2026;283;283001151;283001151 GRUPO OM COMUNICACION VISUAL SLU;01;283;411;1;60,09;49,84
16/01/2026;283;283001151;283001151 GRUPO OM COMUNICACION VISUAL SLU;01;283;50E;1;93,3;32,71
16/01/2026;283;283001193;283001193 ENVASES PARA PROFESIONALES SL;01;283;089;4;184,68;183,36
16/01/2026;283;283001193;283001193 ENVASES PARA PROFESIONALES SL;01;283;181;1;47,79;41,61
16/01/2026;283;283001193;283001193 ENVASES PARA PROFESIONALES SL;01;283;251;1;53,47;53,75
16/01/2026;283;283001193;283001193 ENVASES PARA PROFESIONALES SL;01;283;461;2;82,58;69,52
16/01/2026;283;283001200;283001200 PAVISO ALIMENTACIN SL;01;412;461;1;0;0
16/01/2026;283;283001271;283001271 NEO COMMERCE MARKET SL;02;283;291;1;67,84;41,75
16/01/2026;283;283001284;283001284 DARSENA 21;01;283;461;1;53,91;23,37
16/01/2026;283;283001284;283001284 TRABAJOS AUXILIARES SIGNO S.A.;01;283;291;1;89,12;55,45
16/01/2026;283;283001294;283001294 ENERYETI COMPANY S.L.;01;283;461;3;142,56;179,7
16/01/2026;283;283001294;283001294 ENERYETI COMPANY S.L.;17;283;283;1;35,78;36,5
16/01/2026;283;283001295;283001295 DON PIN 2002 S.L.;01;283;401;1;51,99;67,48
16/01/2026;283;283001309;283001309 DAY PRINT;01;439;331;1;0;0
16/01/2026;283;283001309;283001309 LOGISTICA MALLOLES;01;087;451;1;0;0
16/01/2026;283;283001339;283001339 PRODITEX SYSTEM SL.;17;283;283;1;63,88;29,12
16/01/2026;283;283001346;283001346 PUNTOQPACKAGING SL;01;283;031;1;69,6;48,43
16/01/2026;283;283001346;283001346 PUNTOQPACKAGING SL;01;283;089;1;57,17;47,78
16/01/2026;283;283001346;283001346 PUNTOQPACKAGING SL;01;283;461;1;50,67;36,7
16/01/2026;283;283001358;283001358 DISTRIMAYOR GAVILAN SLU;02;283;371;1;45,5;44,27
16/01/2026;283;283001394;283001394 SUMINISTROS INDUSTRIALES MANAOH SL;02;283;349;5;353,4;215,32
16/01/2026;283;283001421;283001421 IPG FLEXO S.L.;02;283;149;2;117,14;97,72
16/01/2026;283;283001421;283001421 IPG FLEXO S.L.;02;283;50E;1;46,78;31,05
16/01/2026;283;283001512;283001512 E-GAMING SPAIN PLATAFORMA S.L.;02;283;089;4;228,02;180,8
16/01/2026;283;283001512;283001512 E-GAMING SPAIN PLATAFORMA S.L.;02;283;471;3;154,44;115,86
16/01/2026;283;283001518;283001518 YLD LIGHTING MANUFACTURER S.A;01;283;302;1;72,42;43,01
16/01/2026;283;283001520;283001520 BRIKAPOL SL;01;179;291;1;87,72;79,14
16/01/2026;283;283001520;283001520 JUNIOR FREIGHT FORWARDING SL;02;283;461;1;42,94;34,42
16/01/2026;283;283001531;283001531 CARCABA EUROPA CENTRO SL;01;283;062;1;41,6;53,41
16/01/2026;283;283001531;283001531 CARCABA EUROPA CENTRO SL;01;283;089;4;172,42;185,06
16/01/2026;283;283001550;283001550 FIBERCO INSTRUMENTACION INDUSTRIAL;01;283;411;1;89,43;56,34
16/01/2026;283;283001564;283001564 TTEMPLO - IRIS GARCÍA DÍAZ;01;283;291;2;200,94;126,37
16/01/2026;283;283001566;283001566 EXCELENTES MARKET IMPORT EXPORT S.L;02;283;089;7;342,75;355,21
16/01/2026;283;283001566;283001566 EXCELENTES MARKET IMPORT EXPORT S.L;02;283;291;14;640,78;621,6
16/01/2026;283;283001569;283001569 HOME TECH ACCESSORIES S.L.;02;283;041;2;126,16;112,84
16/01/2026;283;283001569;283001569 HOME TECH ACCESSORIES S.L.;02;283;089;3;148,26;135,9
16/01/2026;283;283001569;283001569 HOME TECH ACCESSORIES S.L.;02;283;179;1;63,38;56,18
16/01/2026;283;283001569;283001569 HOME TECH ACCESSORIES S.L.;02;283;461;1;42,95;34,42
16/01/2026;283;283001574;283001574 FATIEL S.L.;02;283;119;1;81,31;60,18
16/01/2026;283;283001577;283001577 ASOCIACION DE RECAMBISTAS 98 S.L.;02;283;241;1;32,08;27,73
16/01/2026;283;283001580;283001580 BUEN  AMIGO PET SHOP S.L;02;283;15E;2;94,5;98,16
16/01/2026;283;283001582;283001582 MORTEROS HENARES FABRICACIÓN Y DIST;02;283;029;1;33,95;29,71
16/01/2026;283;283001582;283001582 MORTEROS HENARES FABRICACIÓN Y DIST;02;283;261;4;255,32;254,36
16/01/2026;283;283001584;"283001584 YONHOO EUROPA, S.L.";02;283;439;1;71,61;47,39
16/01/2026;283;283001586;283001586 BPS INTERTRADE S.L.;02;283;041;2;94,5;108,96
16/01/2026;283;283001586;283001586 BPS INTERTRADE S.L.;02;283;089;1;47,25;43,56
16/01/2026;283;283001586;283001586 BPS INTERTRADE S.L.;02;283;109;1;47,25;46,9
16/01/2026;283;283001586;283001586 BPS INTERTRADE S.L.;02;283;179;1;47,25;54,24
16/01/2026;283;283001586;283001586 BPS INTERTRADE S.L.;02;283;22E;1;47,25;44,36
16/01/2026;283;283001586;283001586 BPS INTERTRADE S.L.;02;283;242;1;47,25;42,44
16/01/2026;283;283001586;283001586 BPS INTERTRADE S.L.;02;283;292;1;47,25;46,7
16/01/2026;283;283001586;283001586 BPS INTERTRADE S.L.;02;283;311;2;94,5;88,62
16/01/2026;283;283001586;283001586 BPS INTERTRADE S.L.;02;283;331;4;189;180,96
16/01/2026;283;283001586;283001586 BPS INTERTRADE S.L.;02;283;411;1;47,25;45,72
16/01/2026;283;283001595;283001595 SOLTEC PRO UNIFORMIDAD S.L.;01;283;089;1;63,15;47,78
16/01/2026;283;283001595;283001595 SOLTEC PRO UNIFORMIDAD S.L.;17;283;283;1;29,97;23,26
16/01/2026;283;283001598;283001598 LIKITECH EQUIPOS CONTRA INCENDIOS S;02;283;062;1;65,62;54,23
16/01/2026;283;283001598;283001598 LIKITECH EQUIPOS CONTRA INCENDIOS S;02;283;50E;3;333,6;158,65
16/01/2026;461;461000478;461000478 JOAQUIN RAMON TATAY;02;461;099;4;309,24;238,52
16/01/2026;461;461000512;461000512 INFORTISA S.L.;01;461;26E;1;49,49;21,45
16/01/2026;461;461000512;461000512 INFORTISA S.L.;01;461;301;8;425,52;287,12
16/01/2026;461;461000512;461000512 INFORTISA S.L.;01;461;482;1;77,81;52,12
16/01/2026;461;461000512;461000512 INFORTISA S.L.;01;461;702;1;84,84;65,94
16/01/2026;461;461000512;"461000512 INFORTISA, S.L.";01;461;031;1;50,64;36,49
16/01/2026;461;461000512;"461000512 INFORTISA, S.L.";01;461;072;1;80,39;64,47
16/01/2026;461;461000512;"461000512 INFORTISA, S.L.";01;461;128;1;48,54;33,55
16/01/2026;461;461000512;"461000512 INFORTISA, S.L.";01;461;181;1;79,65;31,79
16/01/2026;461;461000512;"461000512 INFORTISA, S.L.";01;461;283;2;109,28;75,92
16/01/2026;461;461000512;"461000512 INFORTISA, S.L.";01;461;301;1;55,78;38,21
16/01/2026;461;461000512;"461000512 INFORTISA, S.L.";01;461;302;1;41,46;25,97
16/01/2026;461;461000512;"461000512 INFORTISA, S.L.";01;461;331;4;293,88;228,62
16/01/2026;461;461000512;"461000512 INFORTISA, S.L.";01;461;411;1;73,49;51,42
16/01/2026;461;461000558;461000558 PALIBEX VALENCIA;17;292;292;7;0;0
16/01/2026;461;461000562;"461000562 GME DIVISION BAÑOS, S.L.";01;461;087;1;47,82;33,23
16/01/2026;461;461000562;"461000562 GME DIVISION BAÑOS, S.L.";01;461;089;11;647,67;456,93
16/01/2026;461;461000562;"461000562 GME DIVISION BAÑOS, S.L.";01;461;119;1;67,09;49,34
16/01/2026;461;461000562;"461000562 GME DIVISION BAÑOS, S.L.";01;461;211;1;86,21;64,34
16/01/2026;461;461000562;"461000562 GME DIVISION BAÑOS, S.L.";01;461;283;3;182,16;136,15
16/01/2026;461;461000562;"461000562 GME DIVISION BAÑOS, S.L.";01;461;292;1;96,31;79,24
16/01/2026;461;461000562;"461000562 GME DIVISION BAÑOS, S.L.";01;461;302;1;83,84;61,25
16/01/2026;461;461000562;"461000562 GME DIVISION BAÑOS, S.L.";01;461;331;3;304,62;286,05
16/01/2026;461;461000562;"461000562 GME DIVISION BAÑOS, S.L.";01;461;482;1;83,75;63,43
16/01/2026;461;461000562;"461000562 GME DIVISION BAÑOS, S.L.";01;461;701;9;847,51;766,54
16/01/2026;461;461000562;"461000562 GME DIVISION BAÑOS, S.L.";01;461;702;4;380,9;324,31
16/01/2026;461;461000565;"461000565 DECORA TROPIC, S.L.U.";02;461;031;1;56,64;42,25
16/01/2026;461;461000565;"461000565 DECORA TROPIC, S.L.U.";17;461;461;1;29,53;18,73
16/01/2026;461;461000609;"461000609 PROMOPASTOR, S.L.";02;461;131;1;47,2;42,75
16/01/2026;461;461000609;"461000609 PROMOPASTOR, S.L.";02;461;283;2;81,9;71,34
16/01/2026;461;461000609;"461000609 PROMOPASTOR, S.L.";02;461;391;3;166,86;160,77
16/01/2026;461;461000609;"461000609 PROMOPASTOR, S.L.";02;461;439;2;84,46;73,96
16/01/2026;461;461000627;461000627 CADIT- IMA Ingeniería Magnética Apl;02;089;461;1;51,19;39,62
16/01/2026;461;461000644;461000644 BERLIN PACKAGING RIBARROJA;02;461;031;1;62,02;48,92
16/01/2026;461;461000644;461000644 BERLIN PACKAGING RIBARROJA;02;461;109;4;314,24;234,16
16/01/2026;461;461000644;461000644 BERLIN PACKAGING RIBARROJA;02;461;128;1;47,12;35,23
16/01/2026;461;461000644;461000644 BERLIN PACKAGING RIBARROJA;17;461;461;1;28,35;17,27
16/01/2026;461;461000659;461000659 ILOT INTERIORS S.L.;02;461;181;1;61,87;47,66
16/01/2026;461;461000659;461000659 ILOT INTERIORS S.L.;02;461;283;4;211,36;141,48
16/01/2026;461;461000659;461000659 ILOT INTERIORS S.L.;02;461;291;1;65,75;52,38
16/01/2026;461;461000663;"461000663 S. COLOMER CASAS, S.L.";01;461;01E;2;182,9;133,32
16/01/2026;461;461000663;"461000663 S. COLOMER CASAS, S.L.";01;461;032;1;52,49;40,94
16/01/2026;461;461000663;"461000663 S. COLOMER CASAS, S.L.";01;461;089;1;49,51;37,96
16/01/2026;461;461000663;"461000663 S. COLOMER CASAS, S.L.";01;461;283;8;616,81;437,02
16/01/2026;461;461000663;"461000663 S. COLOMER CASAS, S.L.";01;461;701;1;72,72;67,2
16/01/2026;461;461000691;"461000691 GUEROLA, S.A.";01;461;439;1;68,28;56,91
16/01/2026;461;461000691;"461000691 GUEROLA, S.A.";02;461;089;5;320,95;272,29
16/01/2026;461;461000693;461000693 AMADO SALVADOR SAU;01;461;179;1;46,02;31,91
16/01/2026;461;461000693;461000693 AMADO SALVADOR SAU;02;461;302;1;64,37;32,78
16/01/2026;461;461000745;"461000745 ENTIDAD MAYA, S.L.";02;461;062;1;52,96;55,76
16/01/2026;461;461000745;"461000745 ENTIDAD MAYA, S.L.";02;461;089;2;71,65;75,29
16/01/2026;461;461000745;"461000745 ENTIDAD MAYA, S.L.";02;461;411;2;102,99;104,97
16/01/2026;461;461000745;"461000745 ENTIDAD MAYA, S.L.";17;461;461;2;43,08;56,56
16/01/2026;461;461000815;"461000815 FRITOPER (MICRO), ALAQUAS";02;461;283;3;125,94;65,67
16/01/2026;461;461000842;461000842 IMASD VELECDOM SL;02;461;439;1;274,84;41,91
16/01/2026;461;461000874;461000874 VITALITY GESF S.L.;02;461;26E;1;65,5;32,11
16/01/2026;461;461000874;461000874 VITALITY GESF S.L.;02;461;412;1;92,8;70,16
16/01/2026;461;461000904;461000904 PRISMICA SL - EFECTOLED;01;461;02E;1;72,91;37,57
16/01/2026;461;461000904;461000904 PRISMICA SL - EFECTOLED;01;461;119;2;144,42;108,02
16/01/2026;461;461000904;461000904 PRISMICA SL - EFECTOLED;01;461;26E;1;73,22;39,35
16/01/2026;461;461000904;461000904 PRISMICA SL - EFECTOLED;01;461;283;1;96,88;24
16/01/2026;461;461000904;461000904 PRISMICA SL - EFECTOLED;01;461;301;2;122,08;73,17
16/01/2026;461;461000904;461000904 PRISMICA SL - EFECTOLED;01;461;482;5;381,25;243,1
16/01/2026;461;461000904;461000904 PRISMICA SL - EFECTOLED;01;461;701;6;654,25;437,14
16/01/2026;461;461000914;461000914 PROMETAL SECURITY SEALS SL;02;461;301;1;54,52;40,49
16/01/2026;461;461000932;461000932 DHL CONFORAMA;01;089;461;1;60,08;33,23
16/01/2026;461;461000950;461000950 MOIXENT INDUSTRIAL PLASTIC SL;01;461;50E;2;110,42;100,06
16/01/2026;461;461000963;461000963 DIADEVAL SLU;17;461;461;2;102,62;78,14
16/01/2026;461;461000964;461000964 NATURVAL APICOLA S.L.U;02;461;089;1;83,36;44,67
16/01/2026;461;461000964;461000964 NATURVAL APICOLA S.L.U;02;461;283;1;63,68;31,05
16/01/2026;461;461000964;461000964 NATURVAL APICOLA S.L.U;17;461;461;3;120,56;82,46
16/01/2026;461;461000994;461000994 MERC- 897;03;031;461;1;45,05;33,79
16/01/2026;461;461000999;"461000999 VERNIPRENS, S.A";01;461;331;2;176,68;133,1
16/01/2026;461;461000999;"461000999 VERNIPRENS, S.A";01;461;439;1;46,06;29,74
16/01/2026;461;461001049;461001049 CLEAN UP SOLUTIONS IBERIA SL;17;461;461;1;25,55;28,58
16/01/2026;461;461001052;461001052 CENTRO DE JARDINERIA KUKA SL;02;461;089;1;46,26;35,67
16/01/2026;461;461001052;461001052 CENTRO DE JARDINERIA KUKA SL;02;461;283;1;46,26;35,67
16/01/2026;461;461001052;461001052 CENTRO DE JARDINERIA KUKA SL;17;461;461;1;30,38;30,61
16/01/2026;461;461001058;461001058 COMERCIAL JUCARSA SL;02;461;251;1;61,72;43,97
16/01/2026;461;461001058;461001058 COMERCIAL JUCARSA SL;17;461;461;2;62,9;43,16
16/01/2026;461;461001094;461001094 AST-ULB MEDICAL;01;029;281;1;78,89;50,4
16/01/2026;461;461001094;461001094 AZA-  ULB MEDICAL;01;029;181;1;74,04;42,4
16/01/2026;461;461001094;461001094 AZA-  ULB MEDICAL;01;029;301;1;70,22;40,22
16/01/2026;461;461001102;461001102 EXP. 555570343829 DEVOLVER A ORI;02;261;461;2;131,66;88,78
16/01/2026;461;461001102;461001102 LABORATORIOS JG S.L;02;461;02E;1;63;37,18
16/01/2026;461;461001102;461001102 LABORATORIOS JG S.L;02;461;032;2;74,96;67,1
16/01/2026;461;461001102;461001102 LABORATORIOS JG S.L;02;461;087;1;50,92;32,99
16/01/2026;461;461001102;461001102 LABORATORIOS JG S.L;02;461;291;6;348,56;302,37
16/01/2026;461;461001102;461001102 LABORATORIOS JG S.L;02;461;301;2;92,19;63,67
16/01/2026;461;461001102;461001102 LABORATORIOS JG S.L;02;461;451;1;50,92;39,83
16/01/2026;461;461001102;461001102 LABORATORIOS JG S.L;02;461;482;4;253,64;198,24
16/01/2026;461;461001102;461001102 LABORATORIOS JG S.L;17;461;461;6;245,88;188,1
16/01/2026;461;461001102;461001102 NEUM - ALGA;01;283;461;2;110,38;79,2
16/01/2026;461;461001112;461001112 DON GEARBOX SL;01;461;031;1;42,23;26,5
16/01/2026;461;461001112;461001112 DON GEARBOX SL;01;461;231;1;83,93;55,41
16/01/2026;461;461001112;461001112 DON GEARBOX SL;01;461;283;1;54,53;25,39
16/01/2026;461;461001112;461001112 DON GEARBOX SL;01;461;31E;1;82,32;40,9
16/01/2026;461;461001112;461001112 DON GEARBOX SL;01;461;331;1;82,32;55,31
16/01/2026;461;461001112;461001112 DON GEARBOX SL;01;461;50E;1;71,88;44,08
16/01/2026;461;461001118;461001118 TECNICARTON SL;02;461;439;1;34,32;24,93
16/01/2026;461;461001124;461001124 MARCHANTIA 2020 S.L;02;461;089;3;132,26;113,82
16/01/2026;461;461001124;461001124 MARCHANTIA 2020 S.L;02;461;283;1;46,25;39,62
16/01/2026;461;461001124;461001124 MARCHANTIA 2020 S.L;02;461;302;1;48,2;40,49
16/01/2026;461;461001124;461001124 MARCHANTIA 2020 S.L;02;461;361;1;72,81;62,88
16/01/2026;461;461001133;461001133 GLS -FABICA DE PAPEL (GREGORIO RODR;01;451;461;1;63,37;47,21
16/01/2026;461;461001143;461001143 APISOL S.A.;02;461;50E;2;160,06;103,34
16/01/2026;461;461001143;461001143 APISOL S.A.;17;461;461;2;127,16;91,68
16/01/2026;461;461001156;461001156 UTISTIL S.L  BLUESPACE;01;089;461;2;152,12;88,02
16/01/2026;461;461001166;461001166 NOA REEXPEDIR EXPED: 555570343660;01;099;119;2;203,21;128
16/01/2026;461;461001166;461001166 NOATUM LOGISTICS;01;461;031;4;175,81;186,33
16/01/2026;461;461001166;461001166 NOATUM LOGISTICS;01;461;089;4;210,37;182,98
16/01/2026;461;461001166;461001166 NOATUM LOGISTICS;01;461;099;1;57,75;52,78
16/01/2026;461;461001166;461001166 NOATUM LOGISTICS;01;461;159;1;52,09;42,35
16/01/2026;461;461001166;461001166 NOATUM LOGISTICS;01;461;179;1;50,75;40,62
16/01/2026;461;461001166;461001166 NOATUM LOGISTICS;01;461;251;1;53,38;53,71
16/01/2026;461;461001166;461001166 NOATUM LOGISTICS;01;461;283;7;372,04;361,96
16/01/2026;461;461001166;461001166 NOATUM LOGISTICS;01;461;291;3;191,4;199,29
16/01/2026;461;461001166;461001166 NOATUM LOGISTICS;01;461;301;5;241,1;206,73
16/01/2026;461;461001166;461001166 NOATUM LOGISTICS;01;461;31E;1;66,33;54,09
16/01/2026;461;461001166;461001166 NOATUM LOGISTICS;01;461;471;2;84,24;69,34
16/01/2026;461;461001166;461001166 NOATUM LOGISTICS;01;461;482;7;464,43;397,78
16/01/2026;461;461001166;461001166 NOATUM LOGISTICS;01;461;50E;3;148,49;155,76
16/01/2026;461;461001166;461001166 NOATUM LOGISTICS;17;461;461;2;65,94;63,56
16/01/2026;461;461001183;461001183 VALLES PLASTIC FILM SL;01;461;179;1;79,91;59,82
16/01/2026;461;461001183;461001183 VALLES PLASTIC FILM SL;02;461;50E;2;150,34;103,34
16/01/2026;461;461001183;461001183 VALLES- GLOBAL FOOD S.L;01;283;461;1;62,84;37,96
16/01/2026;461;461001198;461001198 FRANLINS HERRAJES Y COMPLEMENTOS S.L.;01;461;02E;1;81,41;46,26
16/01/2026;461;461001200;461001200 NARANJAS A SACO;02;461;483;1;76,3;55,99
16/01/2026;461;461001202;461001202 PAPELERA SAGUNTINA SL;02;461;128;1;51,17;40,81
16/01/2026;461;461001223;461001223 EURO BUSSINESS 7 IMPORT EXPORT S.L;01;461;089;1;48;37,96
16/01/2026;461;461001223;461001223 EURO BUSSINESS 7 IMPORT EXPORT S.L;01;461;128;2;83,84;67,1
16/01/2026;461;461001223;461001223 EURO BUSSINESS 7 IMPORT EXPORT S.L;01;461;179;1;56,92;48,54
16/01/2026;461;461001223;461001223 EURO BUSSINESS 7 IMPORT EXPORT S.L;01;461;292;7;396,18;393,73
16/01/2026;461;461001223;461001223 EURO BUSSINESS 7 IMPORT EXPORT S.L;01;461;439;3;141,24;118,38
16/01/2026;461;461001223;461001223 EURO BUSSINESS 7 IMPORT EXPORT S.L;17;461;461;5;142,75;124,49
16/01/2026;461;461001237;461001237 PICDA SL;02;461;031;6;253,68;202,34
16/01/2026;461;461001237;461001237 PICDA SL;02;461;041;1;89;92,08
16/01/2026;461;461001237;461001237 PICDA SL;02;461;062;3;171,42;169,91
16/01/2026;461;461001237;461001237 PICDA SL;02;461;072;11;926,42;839,35
16/01/2026;461;461001237;461001237 PICDA SL;02;461;089;11;469,27;330,44
16/01/2026;461;461001237;461001237 PICDA SL;02;461;119;6;380,12;360,58
16/01/2026;461;461001237;461001237 PICDA SL;02;461;128;3;117,18;82,68
16/01/2026;461;461001237;461001237 PICDA SL;02;461;152;2;120,84;102,58
16/01/2026;461;461001237;461001237 PICDA SL;02;461;159;1;60,42;51,29
16/01/2026;461;461001237;461001237 PICDA SL;02;461;181;9;512,73;440,38
16/01/2026;461;461001237;461001237 PICDA SL;02;461;201;1;57,64;43,11
16/01/2026;461;461001237;461001237 PICDA SL;02;461;211;2;129,1;123,3
16/01/2026;461;461001237;461001237 PICDA SL;02;461;231;1;58,17;49,11
16/01/2026;461;461001237;461001237 PICDA SL;02;461;283;2;67;44,68
16/01/2026;461;461001237;461001237 PICDA SL;02;461;291;7;406,07;368,34
16/01/2026;461;461001237;461001237 PICDA SL;02;461;292;4;200,92;175,52
16/01/2026;461;461001237;461001237 PICDA SL;02;461;301;3;150,37;124,8
16/01/2026;461;461001237;461001237 PICDA SL;02;461;361;4;348,86;328,51
16/01/2026;461;461001237;461001237 PICDA SL;02;461;412;1;79,18;75,68
